maketxt,modeltxt,yeartxt,component_group,topic_id,topic_label,mfr_name,months_flagged,first_month,latest_month,max_complaints,avg_complaints,median_complaints,max_growth_vs_6mo_avg,avg_topic_strength,max_watchlist_score,high_confidence_months,moderate_or_higher_months,best_signal_tier
HYUNDAI,TUCSON,2017,ENGINE / COOLING,2,Check engine light / engine fault complaints,HYUNDAI MOTOR AMERICA,8,2021-10-01,2025-07-01,5,3.38,3.0,4.0,0.404,13.012,0,1,Moderate signal
FORD,FUSION,2014,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,8,2020-06-01,2025-04-01,5,3.75,4.0,4.0,0.483,12.425,0,1,Moderate signal
FORD,TAURUS,2013,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,8,2020-07-01,2025-08-01,5,3.25,3.0,3.0,0.546,10.294,0,1,Moderate signal
HYUNDAI,SANTA FE,2014,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,8,2020-10-01,2024-02-01,5,3.38,3.0,5.0,0.464,10.026,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2018,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",8,2022-01-01,2026-02-01,5,3.5,3.0,4.0,0.574,9.358,0,1,Moderate signal
HONDA,PILOT,2020,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),8,2020-01-01,2025-07-01,5,3.75,4.0,4.0,0.411,9.253,0,1,Moderate signal
PONTIAC,G6,2006,STEERING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",8,2020-01-01,2025-03-01,5,3.38,3.0,5.0,0.487,9.112,0,1,Moderate signal
RAM,1500,2016,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",8,2020-07-01,2026-01-01,4,3.25,3.0,4.0,0.532,12.988,0,0,Early signal
FORD,F-350,2019,SUSPENSION,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,8,2020-01-01,2023-02-01,4,3.25,3.0,4.0,0.474,12.904,0,0,Early signal
JEEP,CHEROKEE,2019,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",8,2020-08-01,2025-12-01,4,3.5,3.5,4.0,0.419,11.673,0,0,Early signal
HONDA,PILOT,2016,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),7,2020-08-01,2025-08-01,31,8.14,3.0,23.25,0.505,18.478,2,2,High-confidence signal
HONDA,PILOT,2017,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),7,2020-09-01,2024-07-01,27,7.0,3.0,14.73,0.474,20.185,1,2,High-confidence signal
RAM,3500,2018,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",7,2022-04-01,2025-08-01,19,7.57,5.0,4.56,0.613,18.792,2,5,High-confidence signal
HYUNDAI,PALISADE,2024,SERVICE BRAKES,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,7,2024-06-01,2025-07-01,19,11.57,11.0,9.0,0.455,16.059,4,7,High-confidence signal
FORD,ECOSPORT,2019,ENGINE / COOLING,15,Oil consumption / low oil issue,FORD MOTOR COMPANY,7,2023-03-01,2025-07-01,14,8.57,9.0,6.0,0.408,18.17,3,4,High-confidence signal
FORD,EXPLORER,2013,STRUCTURE,8,Windshield / glass cracking issue,FORD MOTOR COMPANY,7,2023-02-01,2025-09-01,13,8.0,7.0,13.0,0.515,19.119,2,6,High-confidence signal
TESLA,MODEL 3,2023,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,"TESLA, INC.",7,2022-11-01,2025-07-01,12,5.0,4.0,4.8,0.539,20.856,1,3,High-confidence signal
CHEVROLET,CORVETTE,2017,WHEELS,19,Tire / suspension / frame rust mixed issue,"GENERAL MOTORS, LLC",7,2020-01-01,2023-08-01,12,5.29,4.0,6.55,0.424,11.986,1,2,High-confidence signal
TOYOTA,RAV4,2020,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,TOYOTA MOTOR CORPORATION,7,2023-04-01,2025-04-01,12,8.14,10.0,10.0,0.536,11.895,4,6,High-confidence signal
FORD,EXPLORER,2015,STRUCTURE,8,Windshield / glass cracking issue,FORD MOTOR COMPANY,7,2023-02-01,2025-11-01,11,7.29,6.0,11.0,0.531,21.51,2,6,High-confidence signal
RAM,2500,2018,VEHICLE SPEED CONTROL,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",7,2022-12-01,2025-12-01,11,7.0,8.0,8.0,0.601,12.855,1,6,High-confidence signal
HONDA,ACCORD,2018,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),7,2022-09-01,2025-03-01,11,6.86,7.0,5.25,0.526,10.951,2,5,High-confidence signal
FORD,FUSION,2011,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,7,2020-01-01,2023-11-01,11,9.14,9.0,2.25,0.553,8.795,1,7,High-confidence signal
HYUNDAI,PALISADE,2021,SEAT BELTS,13,Seat belt / passenger restraint issue,HYUNDAI MOTOR AMERICA,7,2021-04-01,2025-02-01,10,5.29,4.0,6.0,0.746,15.781,1,3,High-confidence signal
FORD,FUSION,2018,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,7,2022-08-01,2025-07-01,10,5.86,6.0,4.29,0.58,13.917,1,5,High-confidence signal
FORD,EDGE,2017,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,7,2020-12-01,2025-12-01,9,5.14,4.0,5.25,0.622,16.252,0,3,Moderate signal
CHEVROLET,SILVERADO 1500,2019,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",7,2022-12-01,2026-01-01,9,4.86,4.0,9.0,0.454,16.029,0,3,Moderate signal
FORD,F-150,2018,STRUCTURE,7,Door latch / lock / unintended opening issue,FORD MOTOR COMPANY,7,2020-01-01,2025-01-01,9,6.14,6.0,7.0,0.731,13.034,0,5,Moderate signal
JEEP,CHEROKEE,2017,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",7,2020-01-01,2023-10-01,9,5.43,3.0,3.0,0.463,10.088,0,3,Moderate signal
JEEP,WRANGLER,2021,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",7,2020-11-01,2024-12-01,8,3.86,3.0,6.86,0.445,15.804,0,1,Moderate signal
FORD,EDGE,2012,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,7,2020-06-01,2023-11-01,8,4.29,4.0,4.36,0.62,13.599,0,2,Moderate signal
JEEP,CHEROKEE,2017,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",7,2020-01-01,2025-12-01,8,4.14,3.0,3.08,0.456,12.939,0,2,Moderate signal
FORD,F-150,2013,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,7,2020-01-01,2023-09-01,8,4.43,3.0,6.0,0.463,12.629,0,3,Moderate signal
CADILLAC,SRX,2013,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"GENERAL MOTORS, LLC",7,2020-01-01,2022-12-01,8,4.57,4.0,4.5,0.829,12.382,0,2,Moderate signal
HYUNDAI,PALISADE,2020,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,7,2023-03-01,2025-11-01,8,4.29,4.0,4.0,0.541,10.756,0,1,Moderate signal
RAM,3500,2018,ELECTRICAL SYSTEM,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",7,2022-11-01,2025-08-01,8,4.71,3.0,3.43,0.566,10.291,0,3,Moderate signal
HONDA,ODYSSEY,2018,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,HONDA (AMERICAN HONDA MOTOR CO.),7,2023-09-01,2025-10-01,8,5.14,5.0,3.0,0.407,8.391,0,4,Moderate signal
FORD,F-150,2018,ENGINE / COOLING,15,Oil consumption / low oil issue,FORD MOTOR COMPANY,7,2023-07-01,2025-07-01,8,4.57,4.0,3.0,0.505,7.871,0,2,Moderate signal
NISSAN,ALTIMA,2014,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"NISSAN NORTH AMERICA, INC.",7,2021-02-01,2024-10-01,7,4.29,3.0,4.29,0.427,14.476,0,3,Moderate signal
FORD,F-150,2016,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,7,2020-03-01,2023-09-01,7,4.43,4.0,4.67,0.517,13.91,0,2,Moderate signal
FORD,FOCUS,2018,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,7,2022-09-01,2025-02-01,7,4.71,5.0,4.0,0.466,13.162,0,4,Moderate signal
CHEVROLET,BOLT EV,2017,STEERING,10,Steering wheel binding / difficult turning issue,"GENERAL MOTORS, LLC",7,2022-04-01,2025-05-01,7,4.57,4.0,5.0,0.523,10.546,0,3,Moderate signal
FORD,FUSION,2013,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,7,2020-01-01,2024-03-01,6,3.86,3.0,4.0,0.567,15.19,0,2,Moderate signal
HONDA,ACCORD,2019,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),7,2021-06-01,2025-12-01,6,4.29,4.0,6.0,0.506,14.136,0,3,Moderate signal
KIA,OPTIMA,2015,ENGINE / COOLING,2,Check engine light / engine fault complaints,"KIA AMERICA, INC.",7,2020-01-01,2024-09-01,6,4.0,4.0,4.0,0.416,13.294,0,2,Moderate signal
RAM,1500,2017,STEERING,1,Electric power steering assist loss,"CHRYSLER (FCA US, LLC)",7,2023-08-01,2026-01-01,6,4.86,5.0,4.0,0.548,12.047,0,4,Moderate signal
HONDA,CR-V,2019,STEERING,10,Steering wheel binding / difficult turning issue,HONDA (AMERICAN HONDA MOTOR CO.),7,2024-04-01,2025-07-01,6,4.43,4.0,4.5,0.514,11.261,0,3,Moderate signal
KIA,SORENTO,2019,ENGINE / COOLING,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",7,2023-05-01,2025-09-01,6,4.86,5.0,5.0,0.585,10.838,0,5,Moderate signal
CHEVROLET,EQUINOX,2014,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",7,2020-01-01,2023-01-01,6,3.57,3.0,4.0,0.554,10.785,0,1,Moderate signal
HYUNDAI,SONATA,2015,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,7,2021-04-01,2025-09-01,6,3.86,4.0,4.0,0.564,10.249,0,1,Moderate signal
FORD,F-150,2021,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,7,2023-05-01,2026-02-01,6,4.0,4.0,3.0,0.591,9.705,0,2,Moderate signal
GMC,TERRAIN,2017,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",7,2022-01-01,2026-01-01,6,3.71,3.0,6.0,0.448,9.657,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2016,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",7,2020-09-01,2025-04-01,6,3.71,3.0,4.0,0.531,9.6,0,1,Moderate signal
RAM,1500,2019,STEERING,1,Electric power steering assist loss,"CHRYSLER (FCA US, LLC)",7,2020-07-01,2025-05-01,5,3.86,4.0,3.75,0.52,15.589,0,2,Moderate signal
JEEP,COMPASS,2018,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",7,2020-01-01,2023-08-01,5,3.71,3.0,5.0,0.396,14.83,0,2,Moderate signal
FORD,FUSION,2011,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,7,2020-01-01,2025-07-01,5,4.0,4.0,5.0,0.47,14.388,0,3,Moderate signal
RAM,1500,2019,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",7,2021-09-01,2025-03-01,5,3.71,3.0,5.0,0.502,13.675,0,2,Moderate signal
FORD,ESCAPE,2017,POWER TRAIN,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,7,2023-07-01,2025-12-01,5,4.0,4.0,5.0,0.544,13.312,0,3,Moderate signal
FORD,FUSION,2012,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,7,2020-10-01,2024-12-01,5,3.43,3.0,5.0,0.478,12.995,0,1,Moderate signal
RAM,1500,2022,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",7,2022-01-01,2025-12-01,5,4.0,4.0,5.0,0.406,11.828,0,2,Moderate signal
HYUNDAI,SONATA,2015,ENGINE / COOLING,2,Check engine light / engine fault complaints,HYUNDAI MOTOR AMERICA,7,2020-08-01,2024-03-01,5,3.43,3.0,3.43,0.41,11.128,0,1,Moderate signal
HONDA,ACCORD,2013,STEERING,1,Electric power steering assist loss,HONDA (AMERICAN HONDA MOTOR CO.),7,2020-11-01,2023-08-01,5,3.57,3.0,4.0,0.443,10.844,0,1,Moderate signal
RAM,1500,2015,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",7,2020-01-01,2025-12-01,5,3.43,3.0,5.0,0.532,10.613,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2016,SERVICE BRAKES,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",7,2020-01-01,2023-11-01,5,3.57,3.0,4.0,0.543,9.636,0,1,Moderate signal
HYUNDAI,SONATA,2013,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,7,2020-01-01,2025-03-01,5,3.43,3.0,3.75,0.466,9.36,0,1,Moderate signal
JEEP,GRAND CHEROKEE,2012,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",7,2020-01-01,2021-04-01,5,3.71,4.0,2.67,0.507,8.031,0,1,Moderate signal
FORD,EXPLORER,2017,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,7,2022-11-01,2025-03-01,5,3.71,4.0,2.73,0.46,7.74,0,1,Moderate signal
DODGE,GRAND CARAVAN,2017,ELECTRICAL SYSTEM,7,Door latch / lock / unintended opening issue,"CHRYSLER (FCA US, LLC)",7,2020-08-01,2024-02-01,5,3.43,3.0,3.0,0.72,6.842,0,1,Moderate signal
KIA,SOUL,2014,ENGINE / COOLING,2,Check engine light / engine fault complaints,"KIA AMERICA, INC.",7,2020-07-01,2023-10-01,4,3.43,3.0,4.0,0.373,10.722,0,0,Early signal
CHEVROLET,TAHOE,2015,SERVICE BRAKES,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",7,2020-03-01,2022-11-01,4,3.43,3.0,4.0,0.583,9.775,0,0,Early signal
CHEVROLET,MALIBU,2018,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",7,2020-11-01,2022-12-01,4,3.29,3.0,3.0,0.404,7.812,0,0,Early signal
FORD,FUSION,2011,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,7,2020-01-01,2023-03-01,4,3.14,3.0,3.0,0.52,7.031,0,0,Early signal
HONDA,CIVIC,2022,STEERING,10,Steering wheel binding / difficult turning issue,HONDA (AMERICAN HONDA MOTOR CO.),6,2022-11-01,2023-12-01,60,36.83,34.5,19.09,0.558,28.856,5,6,High-confidence signal
ACURA,INTEGRA,2023,STEERING,10,Steering wheel binding / difficult turning issue,HONDA (AMERICAN HONDA MOTOR CO.),6,2023-01-01,2024-01-01,44,18.0,13.0,13.71,0.563,27.388,4,5,High-confidence signal
CHRYSLER,PACIFICA,2017,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",6,2022-07-01,2025-09-01,37,9.33,4.0,37.0,0.461,25.756,1,2,High-confidence signal
FORD,EXPLORER,2016,STRUCTURE,8,Windshield / glass cracking issue,FORD MOTOR COMPANY,6,2023-01-01,2025-06-01,30,13.17,10.0,15.43,0.466,22.861,3,5,High-confidence signal
TESLA,MODEL Y,2023,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,"TESLA, INC.",6,2023-01-01,2025-09-01,27,14.5,14.5,3.0,0.508,16.293,4,5,High-confidence signal
HONDA,PROLOGUE,2024,STEERING,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),6,2025-01-01,2026-02-01,22,7.67,5.5,4.5,0.352,8.742,0,4,Moderate signal
FORD,FUSION,2010,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,6,2020-01-01,2024-07-01,20,11.67,9.5,3.0,0.567,10.543,0,5,Moderate signal
FORD,F-250,2017,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,6,2020-01-01,2023-08-01,19,8.0,5.5,4.2,0.446,16.932,0,3,Moderate signal
SUBARU,OUTBACK,2022,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"SUBARU OF AMERICA, INC.",6,2021-11-01,2022-04-01,18,9.17,8.5,5.0,0.791,14.261,2,4,High-confidence signal
SUBARU,OUTBACK,2017,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"SUBARU OF AMERICA, INC.",6,2020-01-01,2023-01-01,17,8.17,7.0,3.0,0.828,7.85,0,3,Moderate signal
JEEP,GLADIATOR,2020,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",6,2020-01-01,2023-01-01,16,6.33,4.5,4.8,0.549,22.86,1,3,High-confidence signal
HONDA,CR-V,2018,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),6,2023-02-01,2024-05-01,14,5.33,3.5,5.6,0.476,18.964,1,2,High-confidence signal
TOYOTA,HIGHLANDER,2019,POWER TRAIN,6,Transmission shifting / gear engagement issue,TOYOTA MOTOR CORPORATION,6,2024-06-01,2026-01-01,14,7.33,7.0,3.33,0.468,9.04,2,4,High-confidence signal
HYUNDAI,SANTA FE,2017,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,6,2021-04-01,2023-05-01,13,7.33,8.0,5.33,0.498,11.254,1,4,High-confidence signal
FORD,ESCAPE,2019,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,6,2023-10-01,2024-07-01,12,6.5,5.0,4.5,0.569,16.051,2,3,High-confidence signal
RAM,1500,2016,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",6,2023-08-01,2025-08-01,12,7.5,7.0,4.0,0.575,11.003,2,4,High-confidence signal
JEEP,WRANGLER,2019,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",6,2020-01-01,2023-11-01,12,6.17,4.0,3.0,0.522,7.528,0,2,Moderate signal
TOYOTA,C-HR,2018,POWER TRAIN,6,Transmission shifting / gear engagement issue,TOYOTA MOTOR CORPORATION,6,2022-03-01,2025-10-01,11,4.83,3.5,4.12,0.439,13.095,1,2,High-confidence signal
FORD,EXPEDITION,2020,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,6,2023-02-01,2025-05-01,10,6.5,6.5,4.0,0.526,14.702,1,4,High-confidence signal
JEEP,GRAND CHEROKEE,2014,SEATS,11,Airbag nondeployment / crash restraint issue,"CHRYSLER (FCA US, LLC)",6,2020-01-01,2022-08-01,10,6.0,4.5,4.0,0.467,14.213,2,3,High-confidence signal
KIA,OPTIMA,2016,ENGINE / COOLING,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",6,2021-03-01,2025-08-01,10,6.0,5.5,6.0,0.502,13.588,1,4,High-confidence signal
FORD,ESCAPE,2017,ENGINE / COOLING,2,Check engine light / engine fault complaints,FORD MOTOR COMPANY,6,2021-04-01,2025-04-01,10,6.17,6.5,4.0,0.482,13.291,1,4,High-confidence signal
SUBARU,FORESTER,2018,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"SUBARU OF AMERICA, INC.",6,2020-01-01,2022-02-01,10,5.67,5.0,4.0,0.764,10.614,0,3,Moderate signal
HYUNDAI,TUCSON,2017,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,6,2021-07-01,2025-04-01,10,7.0,7.5,2.86,0.55,9.502,2,4,High-confidence signal
FORD,F-350,2017,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,6,2020-01-01,2022-03-01,9,5.0,3.5,3.0,0.535,8.689,0,2,Moderate signal
TOYOTA,CAMRY,2018,SERVICE BRAKES,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,6,2021-04-01,2024-07-01,8,4.67,4.0,5.33,0.518,18.948,0,3,Moderate signal
LINCOLN,MKC,2017,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,6,2023-07-01,2025-08-01,8,4.17,3.0,4.36,0.559,14.317,0,2,Moderate signal
FORD,F-150,2011,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,6,2020-07-01,2024-06-01,8,4.83,4.0,6.0,0.532,14.058,0,2,Moderate signal
KIA,SORENTO,2016,ENGINE / COOLING,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",6,2020-01-01,2025-06-01,8,4.5,4.0,4.29,0.55,11.452,0,2,Moderate signal
CHEVROLET,SILVERADO 1500,2015,SERVICE BRAKES,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",6,2020-01-01,2022-12-01,8,4.83,4.0,6.0,0.543,11.145,0,2,Moderate signal
RAM,1500,2014,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",6,2023-09-01,2025-07-01,8,4.67,3.5,4.0,0.525,9.501,0,2,Moderate signal
DODGE,DURANGO,2014,SEATS,11,Airbag nondeployment / crash restraint issue,"CHRYSLER (FCA US, LLC)",6,2020-06-01,2025-09-01,7,3.83,3.0,7.0,0.417,16.105,0,1,Moderate signal
SUBARU,OUTBACK,2021,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"SUBARU OF AMERICA, INC.",6,2021-02-01,2023-12-01,7,4.17,4.0,4.0,0.813,14.817,0,1,Moderate signal
FORD,EXPEDITION,2019,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,6,2023-01-01,2025-01-01,7,5.17,5.5,3.82,0.522,14.658,0,4,Moderate signal
HYUNDAI,SONATA,2018,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,6,2023-08-01,2025-08-01,7,5.0,5.0,4.5,0.674,13.967,0,4,Moderate signal
CHEVROLET,EQUINOX,2015,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"GENERAL MOTORS, LLC",6,2020-06-01,2022-08-01,7,5.17,5.5,6.0,0.464,13.046,0,4,Moderate signal
CHEVROLET,SILVERADO 1500,2021,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",6,2021-10-01,2026-01-01,7,5.17,5.0,6.0,0.379,11.473,0,5,Moderate signal
CHEVROLET,MALIBU,2010,STEERING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",6,2020-01-01,2022-03-01,7,4.17,3.5,4.0,0.529,9.4,0,2,Moderate signal
CHRYSLER,PACIFICA,2017,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,"CHRYSLER (FCA US, LLC)",6,2022-08-01,2024-05-01,7,4.67,4.5,3.27,0.534,8.088,0,3,Moderate signal
JEEP,WRANGLER,2020,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",6,2020-01-01,2023-12-01,7,4.17,3.5,3.0,0.54,8.022,0,2,Moderate signal
JEEP,COMPASS,2018,ENGINE / COOLING,15,Oil consumption / low oil issue,"CHRYSLER (FCA US, LLC)",6,2020-01-01,2023-06-01,7,4.33,4.0,3.0,0.528,7.12,0,3,Moderate signal
FORD,EXPEDITION,2017,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,6,2021-08-01,2025-08-01,6,4.0,3.5,6.0,0.571,17.428,0,2,Moderate signal
HYUNDAI,SANTA FE,2015,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,6,2022-08-01,2024-08-01,6,4.17,4.0,5.14,0.411,13.678,0,2,Moderate signal
RAM,3500,2022,POWER TRAIN,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",6,2023-01-01,2024-04-01,6,4.33,4.0,6.0,0.445,13.116,0,2,Moderate signal
CHEVROLET,MALIBU,2007,STEERING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",6,2020-01-01,2025-02-01,6,4.33,4.5,5.0,0.493,13.065,0,3,Moderate signal
FORD,EDGE,2011,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,6,2020-02-01,2022-10-01,6,4.5,4.5,3.6,0.637,12.156,0,3,Moderate signal
HYUNDAI,TUCSON,2018,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,6,2021-12-01,2025-02-01,6,4.67,5.0,5.0,0.528,12.037,0,4,Moderate signal
KIA,TELLURIDE,2020,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"KIA AMERICA, INC.",6,2020-01-01,2022-05-01,6,4.33,4.0,4.0,0.76,11.689,0,2,Moderate signal
KIA,SORENTO,2016,ENGINE / COOLING,2,Check engine light / engine fault complaints,"KIA AMERICA, INC.",6,2021-04-01,2024-12-01,6,3.67,3.0,5.14,0.369,11.551,0,1,Moderate signal
CHEVROLET,MALIBU,2018,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",6,2020-07-01,2024-08-01,6,3.83,3.5,6.0,0.508,10.506,0,1,Moderate signal
GMC,TERRAIN,2013,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",6,2020-01-01,2022-10-01,6,4.33,4.0,4.5,0.477,10.425,0,2,Moderate signal
VOLKSWAGEN,TAOS,2022,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",6,2023-04-01,2025-06-01,6,3.67,3.0,4.0,0.535,10.234,0,1,Moderate signal
TOYOTA,REDUNDANT SIENNA,2021,SERVICE BRAKES,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,6,2022-12-01,2025-05-01,6,4.0,4.0,4.0,0.498,9.207,0,1,Moderate signal
HYUNDAI,SANTA FE SPORT,2017,ENGINE / COOLING,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,6,2023-01-01,2025-09-01,6,4.0,3.5,4.0,0.61,8.648,0,2,Moderate signal
GMC,TERRAIN,2014,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",6,2020-01-01,2024-01-01,5,3.5,3.0,4.0,0.505,13.687,0,1,Moderate signal
